iso2c	edate	party	partyname	parfam	thrs	thrs_l	er.v.c	er.v.c_l	er.in	er.in_l	rile.logit	per607	per608	multic.logit_fd	per608_fd	multic.ratio_fd	af.bipolar_fd	meguid.bipolar_fd	env.logit_fd
"CH"	1983-10-23	43420.0	"FDP/PRD Radical Democratic Party"	40.0	1.6921524934	1.6666666667	9.39093019130826	9.93612734706278	1.0	"1"	1.29200394553084	1.395	0.0	-1.0967340741974	-0.127	-0.49901768172888	-1.904	5.155	1.22345665548858
"CH"	1987-10-18	43420.0	"FDP/PRD Radical Democratic Party"	40.0	1.6921524934	1.6921524934	9.33171622014597	9.39093019130826	1.0	"1"	0.395497289285522	0.507	0.0	-0.887571619860404	0.0	0.0	0.381	-5.033	-1.69978575880264
"CH"	1991-10-20	43420.0	"FDP/PRD Radical Democratic Party"	40.0	1.6921524934	1.6921524934	10.2081424517326	9.33171622014597	1.0	"1"	0.942522312998039	4.044	0.0	-0.302198929216073	0.0	0.0	-1.927	-3.955	0.156175284699196
"CH"	1995-10-22	43420.0	"FDP/PRD Radical Democratic Party"	40.0	1.6921524934	1.6921524934	13.2866638604803	10.2081424517326	1.0	"1"	1.22384722525535	0.0	0.0	3.13546638945504	0.0	NaN	7.76	9.567	3.15256161097203
"CH"	1999-10-24	43420.0	"FDP/PRD Radical Democratic Party"	40.0	1.6921524934	1.6921524934	20.8515882408932	13.2866638604803	1.0	"1"	1.11527928466736	0.542	1.084	0.587785776005724	1.084	NaN	6.834	5.298	-2.39743941241689
"CH"	2003-10-19	43420.0	"FDP/PRD Radical Democratic Party"	40.0	1.6921524934	1.6921524934	24.958475555036	20.8515882408932	1.0	"1"	0.505557323045865	1.663	2.287	-0.285349911243738	1.203	-0.17535864978903	-6.247	-5.271	1.44248501865209
"CH"	2007-10-21	43420.0	"FDP/PRD Radical Democratic Party"	40.0	1.6921524934	1.6921524934	27.2049000511817	24.958475555036	1.0	"1"	0.958466029398158	0.787	0.0	-1.40070809561699	-2.287	-1.1579746835443	0.106000000000001	-1.141	0.955858992636594
"CH"	2011-10-23	43420.0	"FDP/PRD Radical Democratic Party"	40.0	1.6921524934	1.6921524934	24.8640684602536	27.2049000511817	1.0	"1"	0.638216134607587	0.0	0.478	2.19623097267456	0.478	2.0	5.492	3.578	-0.201005755478288
"CH"	1983-10-23	43520.0	"CVP/PDC Christian Democratic People’s Party of Switzerland"	50.0	1.6921524934	1.6666666667	9.39093019130826	9.93612734706278	1.0	"1"	0.0672227721564421	1.422	0.0	-3.89163167186467	-0.402	-2.0	0.877	-2.767	-0.210828908446254
"CH"	1987-10-18	43520.0	"CVP/PDC Christian Democratic People’s Party of Switzerland"	50.0	1.6921524934	1.6921524934	9.33171622014597	9.39093019130826	1.0	"1"	-0.0310727901294123	0.148	0.0	0.847097904376859	0.0	0.0	2.04	1.029	-1.6187983909815
"CH"	1991-10-20	43520.0	"CVP/PDC Christian Democratic People’s Party of Switzerland"	50.0	1.6921524934	1.6921524934	10.2081424517326	9.33171622014597	1.0	"1"	-0.729224269671243	1.961	0.0	-1.46611865328937	0.0	0.0	-3.168	-4.134	1.06946301742415
"CH"	1995-10-22	43520.0	"CVP/PDC Christian Democratic People’s Party of Switzerland"	50.0	1.6921524934	1.6921524934	13.2866638604803	10.2081424517326	1.0	"1"	0.0833743740610678	0.0	0.0	2.56505089076839	0.0	NaN	12.775	10.487	2.06559208419371
"CH"	1999-10-24	43520.0	"CVP/PDC Christian Democratic People’s Party of Switzerland"	50.0	1.6921524934	1.6921524934	20.8515882408932	13.2866638604803	1.0	"1"	0.43396929667036	0.59	2.192	1.26247975406806	2.192	NaN	-3.521	-0.317	-4.96292602554862
"CH"	2003-10-19	43520.0	"CVP/PDC Christian Democratic People’s Party of Switzerland"	50.0	1.6921524934	1.6921524934	24.958475555036	20.8515882408932	1.0	"1"	1.36781343747083	3.922	13.072	-0.113950773284554	10.88	-0.0374193894457783	-0.104000000000001	12.378	4.96292602554862
"CH"	2007-10-21	43520.0	"CVP/PDC Christian Democratic People’s Party of Switzerland"	50.0	1.6921524934	1.6921524934	27.2049000511817	24.958475555036	1.0	"1"	-0.472906388903697	0.0	2.4	0.797381168271809	-10.672	0.461574673414146	-1.296	-17.782	-2.59525470695687
"CH"	2011-10-23	43520.0	"CVP/PDC Christian Democratic People’s Party of Switzerland"	50.0	1.6921524934	1.6921524934	24.8640684602536	27.2049000511817	1.0	"1"	0.0981057701520411	0.0	0.0	-1.94591014905531	-2.4	NaN	7.665	12.519	1.33304217576635
"CZ"	1998-06-19	82220.0	"KSCM Communist Party of Bohemia and Moravia"	20.0	5.0	5.0	-1.09741511230831	3.0055254682331	0.0	"1"	-0.395149326594548	0.726	0.0	-1.94544718476102	0.0	NaN	-1.708	-3.165	1.64340168790196
"CZ"	2006-06-03	82220.0	"KSCM Communist Party of Bohemia and Moravia"	20.0	5.0	5.0	-4.82368587931597	-4.02841984678711	0.0	"0"	-0.837572397601189	0.765	0.0	-0.587198073561851	0.0	0.0	1.677	-0.994000000000002	-0.145531442478186
"CZ"	2010-05-29	82220.0	"KSCM Communist Party of Bohemia and Moravia"	20.0	5.0	5.0	-3.85510200141124	-4.82368587931597	0.0	"0"	-0.946213275305918	0.0	0.0	2.19743566616652	0.0	NaN	0.0850000000000009	2.113	-1.81680140411345
"CZ"	2013-10-26	82220.0	"KSCM Communist Party of Bohemia and Moravia"	20.0	5.0	5.0	1.88813082698053	-3.85510200141124	1.0	"0"	-1.19274701170567	0.0	0.0	0.0	0.0	NaN	-1.935	-4.142	-0.353713747046409
"CZ"	1998-06-19	82320.0	"CSSD Czech Social Democratic Party"	30.0	5.0	5.0	-1.09741511230831	3.0055254682331	0.0	"1"	0.0126762039484878	0.657	0.0	-0.788135580500732	0.0	0.0	-1.651	-1.901	2.15066131830653
"CZ"	2006-06-03	82320.0	"CSSD Czech Social Democratic Party"	30.0	5.0	5.0	-4.82368587931597	-4.02841984678711	0.0	"0"	-0.575022378067309	0.319	0.0	-2.39708403474283	0.0	NaN	2.909	3.114	-0.142001351142183
"CZ"	2010-05-29	82320.0	"CSSD Czech Social Democratic Party"	30.0	5.0	5.0	-3.85510200141124	-4.82368587931597	0.0	"0"	-0.434789562340057	0.701	0.281	1.61037773625706	0.281	0.572301425661914	0.985000000000001	0.856000000000002	-0.615053464581222
"CZ"	2013-10-26	82320.0	"CSSD Czech Social Democratic Party"	30.0	5.0	5.0	1.88813082698053	-3.85510200141124	1.0	"0"	-1.29709869142705	0.0	0.0	0.786706298485769	-0.281	NaN	-4.411	-5.349	-2.09224187258624
"CZ"	1998-06-19	82413.0	"ODS Civic Democratic Party"	60.0	5.0	5.0	-1.09741511230831	3.0055254682331	0.0	"1"	1.1886261249654	0.0	0.0	0.506913023175284	-0.091	NaN	2.976	5.36	-0.216333831118218
"CZ"	2006-06-03	82413.0	"ODS Civic Democratic Party"	60.0	5.0	5.0	-4.82368587931597	-4.02841984678711	0.0	"0"	0.897176182933835	0.0	0.0	0.0	0.0	NaN	-0.321	0.631	2.83308923328327
"CZ"	2010-05-29	82413.0	"ODS Civic Democratic Party"	60.0	5.0	5.0	-3.85510200141124	-4.82368587931597	0.0	"0"	0.50171164320734	0.0	0.556	2.708796589152	0.556	NaN	-7.371	-6.498	-1.1845296428033
"CZ"	2013-10-26	82413.0	"ODS Civic Democratic Party"	60.0	5.0	5.0	1.88813082698053	-3.85510200141124	1.0	"0"	0.199052567813542	0.168	0.336	-2.19780045876781	-0.22	-0.666666666666667	-0.416000000000001	-1.905	0.95647693577214
"CZ"	2013-10-26	82430.0	"ANO ANO 2011"	40.0	5.0	5.0	1.88813082698053	-3.85510200141124	1.0	"0"	-0.386726363617136	0.0	0.0			NaN			
"CZ"	2010-05-29	82530.0	"TOP09 Tradition, Responsibility, Prosperity 09"	50.0	5.0	5.0	-3.85510200141124	-4.82368587931597	0.0	"0"	0.367720581629603	0.0	0.0			NaN			
"CZ"	2013-10-26	82530.0	"TOP09 Tradition, Responsibility, Prosperity 09"	50.0	5.0	5.0	1.88813082698053	-3.85510200141124	1.0	"0"	-0.379125374283339	0.0	0.0	0.0	0.0	NaN	-3.172	-2.752	3.41787188311371
"DE"	1980-10-05	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-4.82051178443617	-4.67569303985723	0.0	"0"	-0.834206517849961	0.0	0.0	0.0	0.0	NaN	-1.547	-0.143	-0.73145618729248
"DE"	1983-03-06	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-4.76606730127797	-4.82051178443617	0.0	"0"	-0.311540641079017	0.0	0.0	0.0	0.0	NaN	-3.589	-4.571	-1.46581151172181
"DE"	1987-01-25	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-4.4003958928278	-4.76606730127797	0.0	"0"	-0.581079593908309	0.0	0.0	0.0	0.0	NaN	4.996	6.353	0.383966177813797
"DE"	1990-12-02	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-2.87481951650701	-4.4003958928278	0.0	"0"	-1.78681696621898	0.38	0.0	-1.09821220864677	0.0	NaN	-3.397	-5.556	-4.08125709144242
"DE"	1994-10-16	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-3.14194720945092	-2.87481951650701	0.0	"0"	-0.935883263918739	0.33	0.0	-3.33411132352079E-4	0.0	0.0	6.342	6.722	0.241898576454286
"DE"	1998-09-27	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-3.16181230534801	-3.14194720945092	0.0	"0"	-0.0595975756461857	0.509	0.305	0.645454103962014	0.305	0.749385749385749	0.875	3.013	4.21764190159796
"DE"	2002-09-22	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-4.41522586656355	-3.16181230534801	0.0	"0"	0.155009194475553	0.311	0.621	1.0982476354032	0.316	0.583232276365324	1.042	-0.226999999999999	-0.933966233577132
"DE"	2005-09-18	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-3.41700179758124	-4.41522586656355	0.0	"0"	-0.0827535673342938	0.114	0.341	0.200454719390224	-0.28	0.166283073150026	-2.606	-2.227	1.03729851850052
"DE"	2009-09-27	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-3.53468396878204	-3.41700179758124	0.0	"0"	-0.756167540027946	1.178	0.0	-4.81628909298369	-0.341	-1.4989010989011	-2.295	-2.954	-1.88469788024607
"DE"	2013-09-22	41320.0	"SPD Social Democratic Party of Germany"	30.0	5.0	5.0	-3.71709780091626	-3.53468396878204	0.0	"0"	-0.847936849481915	1.173	0.242	2.44656234345946	0.242	0.342049469964664	1.652	0.337999999999999	0.605349483903128
"DE"	1980-10-05	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-4.82051178443617	-4.67569303985723	0.0	"0"	0.735857513907994	0.0	0.0	1.0990188726683	0.0	NaN	-2.775	4.242	0.712460224346851
"DE"	1983-03-06	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-4.76606730127797	-4.82051178443617	0.0	"0"	1.03750062178221	0.73	0.0	-1.09867895311265	0.0	NaN	-1.136	-7.982	-1.22323340986775
"DE"	1987-01-25	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-4.4003958928278	-4.76606730127797	0.0	"0"	0.435344345013783	0.0	0.0	1.09867895311265	0.0	NaN	3.297	4.032	-1.36684574942937
"DE"	1990-12-02	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-2.87481951650701	-4.4003958928278	0.0	"0"	-0.389431342741155	0.0	0.0	0.0	0.0	NaN	1.966	7.08	-2.34673412212253
"DE"	1994-10-16	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-3.14194720945092	-2.87481951650701	0.0	"0"	1.03927177929975	0.0	0.0	0.0	0.0	NaN	10.678	10.983	1.94600297202366
"DE"	1998-09-27	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-3.16181230534801	-3.14194720945092	0.0	"0"	0.989142230186572	1.449	3.261	0.777922326269851	3.261	NaN	0.00199999999999889	-2.896	2.71394438258153
"DE"	2002-09-22	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-4.41522586656355	-3.16181230534801	0.0	"0"	0.767462958401082	0.38	1.673	0.631388271837309	-1.588	0.245096658300266	-3.928	-4.416	-2.22479383004038
"DE"	2005-09-18	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-3.41700179758124	-4.41522586656355	0.0	"0"	1.07889631398641	0.128	0.766	0.0551926544672492	-0.907	0.0838364983420344	-7.545	-5.424	0.820783197379376
"DE"	2009-09-27	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-3.53468396878204	-3.41700179758124	0.0	"0"	0.371063726575825	1.643	0.1	-4.05630751359529	-0.666	-1.59890183938053	-2.029	-3.166	-1.40003464449297
"DE"	2013-09-22	41521.0	"CDU/CSU Christian Democratic Union/Christian Social Union"	50.0	5.0	5.0	-3.71709780091626	-3.53468396878204	0.0	"0"	0.0960305704079241	0.816	1.36	3.09328569910673	1.26	1.13525530694205	4.669	2.595	-0.500277483822122
"DK"	1981-12-08	13320.0	"SD Social Democratic Party"	30.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	-0.662059864558458	0.0	0.0	0.0	0.0	NaN	0.9	0.0	1.13595184909985
"DK"	1984-01-10	13320.0	"SD Social Democratic Party"	30.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	-1.96769308265547	0.0	0.0	0.0	0.0	NaN	-0.308	0.592	-1.60209198352054
"DK"	1987-09-08	13320.0	"SD Social Democratic Party"	30.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	-1.2009311068206	0.806	0.0	-1.09823888562854	0.0	NaN	1.021	1.021	-1.43509366766584
"DK"	1988-05-10	13320.0	"SD Social Democratic Party"	30.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	-0.866117769171809	0.0	0.0	1.09823888562854	0.0	NaN	-0.959	1.002	-1.27312718554114
"DK"	1990-12-12	13320.0	"SD Social Democratic Party"	30.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	-1.77302607970353	0.0	0.0	0.0	0.0	NaN	0.959	-1.002	1.60959523182773
"DK"	1994-09-21	13320.0	"SD Social Democratic Party"	30.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	-0.307186710250695	0.922	0.0	-1.60973386863474	0.0	NaN	-5.3	-0.691999999999999	-1.94583586210555
"DK"	1998-03-11	13320.0	"SD Social Democratic Party"	30.0	2.0344271179	2.0344271179	5.37688299188577	-2.0344271179	1.0	"0"	0.177806850023084	1.939	4.986	2.51260039095356	4.986	1.44	14.213	12.098	-1.06638287205642
"DK"	2001-11-20	13320.0	"SD Social Democratic Party"	30.0	2.0344271179	2.0344271179	9.96635092798731	5.37688299188577	1.0	"1"	-0.578490515118583	2.137	2.85	-0.620069515906571	-2.136	-0.297028273511129	-3.224	-3.669	1.20492144319462
"DK"	2005-02-08	13320.0	"SD Social Democratic Party"	30.0	2.0344271179	2.0344271179	11.2190403426	9.96635092798731	1.0	"1"	-1.52136085801185	1.091	9.455	1.74156050076289	6.605	0.650125182291709	2.517	0.469000000000001	1.24105414462857
"DK"	2007-11-13	13320.0	"SD Social Democratic Party"	30.0	1.6356608587	2.0344271179	12.225969125517	11.2190403426	1.0	"1"	-0.413961552279024	0.855	3.419	-0.925927414817391	-6.036	-0.19319049792424	-14.947	-14.947	-0.576022981767596
"DK"	2011-09-15	13320.0	"SD Social Democratic Party"	30.0	1.6356608587	1.6356608587	10.6825526525631	12.225969125517	1.0	"1"	-0.212306443250592	0.0	0.592	5.02145121282105E-4	-2.827	0.400093589143659	6.903	6.903	0.967799444073625
"DK"	1981-12-08	13420.0	"V Liberals"	40.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	1.03033541269115	0.0	0.0	0.0	0.0	NaN	-14.5	-14.5	2.52924246360805
"DK"	1984-01-10	13420.0	"V Liberals"	40.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	0.807121631143685	0.0	0.0	0.0	0.0	NaN	-2.956	-0.073	1.27730535292088
"DK"	1987-09-08	13420.0	"V Liberals"	40.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	1.01058731162914	0.0	0.352	1.09839893257598	0.352	NaN	1.512	0.39	-6.8510359679503
"DK"	1988-05-10	13420.0	"V Liberals"	40.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	1.66500776358891	0.0	0.0	-1.09839893257598	-0.352	NaN	1.444	4.683	2.53366252765538
"DK"	1990-12-12	13420.0	"V Liberals"	40.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	0.653864211772188	0.0	0.0	0.0	0.0	NaN	0.293	-4.707	-2.19731657310448
"DK"	1994-09-21	13420.0	"V Liberals"	40.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	1.96139206739002	0.0	0.0	0.0	0.0	NaN	8.212	9.169	2.70814219687047
"DK"	1998-03-11	13420.0	"V Liberals"	40.0	2.0344271179	2.0344271179	5.37688299188577	-2.0344271179	1.0	"0"	0.793966159450642	2.857	12.857	1.33503054116117	12.857	NaN	14.709	13.752	0.0
"DK"	2001-11-20	13420.0	"V Liberals"	40.0	2.0344271179	2.0344271179	9.96635092798731	5.37688299188577	1.0	"1"	1.21819456991075	4.348	10.145	-0.572918107596372	-2.712	-0.236389006587346	1.822	1.822	0.0
"DK"	2005-02-08	13420.0	"V Liberals"	40.0	2.0344271179	2.0344271179	11.2190403426	9.96635092798731	1.0	"1"	-0.0551892714626603	0.0	5.645	2.60515580983427	-4.5	0.600013799765404	-15.036	-14.633	-1.46618118082241
"DK"	2007-11-13	13420.0	"V Liberals"	40.0	1.6356608587	2.0344271179	12.225969125517	11.2190403426	1.0	"1"	-0.363993381660117	2.326	10.853	-1.94601131936556	5.208	-0.352985810759542	-5.524	-5.927	-1.3671003962
"DK"	2011-09-15	13420.0	"V Liberals"	40.0	1.6356608587	1.6356608587	10.6825526525631	12.225969125517	1.0	"1"	-0.451980967982088	1.762	9.692	0.188276100484028	-1.161	0.0453203663733011	1.395	1.836	6.26727910403493
"DK"	1981-12-08	13620.0	"KF Conservative People’s Party"	60.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	3.47642144659279	0.0	0.0	0.0	0.0	NaN	-7.8	-6.7	0.578724828110066
"DK"	1984-01-10	13620.0	"KF Conservative People’s Party"	60.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	1.76760087519862	0.0	0.0	0.0	0.0	NaN	7.222	8.163	-1.68727544842329
"DK"	1987-09-08	13620.0	"KF Conservative People’s Party"	60.0	2.0344271179	2.0344271179	-2.0344271179	-2.0344271179	0.0	"0"	0.247380469198482	0.0	0.0	0.0	0.0	NaN	-6.122	-4.792	-3.80662559889438
